article_name,country,revision_id,population,article_quality
Ibrahim Ssemujju Nganda,Uganda,801874546,"40,141,000",Start
Paulo Muwanga,Uganda,802211455,"40,141,000",C
Christopher Kibanzanga,Uganda,802286792,"40,141,000",Start
Ezekiel Tenywa Wako of Busoga,Uganda,802517620,"40,141,000",Stub
Robert Kyagulanyi Ssentamu,Uganda,802822017,"40,141,000",GA
Mariam Najjemba,Uganda,802972400,"40,141,000",Start
Bernadette Olowo,Uganda,803360897,"40,141,000",Stub
Monica Azuba Ntege,Uganda,803417110,"40,141,000",Start
Benna Namugwanya,Uganda,804317144,"40,141,000",Start
Dorothy Hyuha,Uganda,804643751,"40,141,000",Start
Sam Cheptoris,Uganda,804781815,"40,141,000",Start
Betty Oyella Bigombe,Uganda,804829931,"40,141,000",C
Muwenda Mutebi II of Buganda,Uganda,804856220,"40,141,000",C
Nabilah Naggayi Sempala,Uganda,804883827,"40,141,000",Start
Charles Mayiga,Uganda,804903944,"40,141,000",Start
Muteesa I of Buganda,Uganda,805179937,"40,141,000",Start
Mwanga II of Buganda,Uganda,805289323,"40,141,000",C
Idi Amin,Uganda,805328243,"40,141,000",B
Irene Muloni,Uganda,805393764,"40,141,000",Start
Gershom Sizomu,Uganda,805409966,"40,141,000",Start
Specioza Kazibwe,Uganda,805435381,"40,141,000",Start
Janet Museveni,Uganda,805463795,"40,141,000",C
Evelyn Anite,Uganda,805660978,"40,141,000",C
Betty Amongi,Uganda,805668648,"40,141,000",Start
Cecilia Ogwal,Uganda,805668810,"40,141,000",Start
Doreen Amule,Uganda,805678630,"40,141,000",Start
Muhammad Nsereko,Uganda,806171535,"40,141,000",C
Betty Nambooze,Uganda,806171836,"40,141,000",Start
Barbara Nekesa Oundo,Uganda,806276711,"40,141,000",Start
Oliver Wonekha,Uganda,806276835,"40,141,000",Start
Margaret Zziwa,Uganda,806337809,"40,141,000",Start
Mutesa II of Buganda,Uganda,806741960,"40,141,000",C
Ignatius K. Musaazi,Uganda,807146511,"40,141,000",C
Princess Elizabeth Nantale Mulondo,Uganda,807467793,"40,141,000",Start
Template:Namibia-politician-stub,Namibia,391862409,"2,482,100",Stub
Template:Namibia-mayor-stub,Namibia,444756008,"2,482,100",Stub
Karlous Marx Shinohamba,Namibia,706945392,"2,482,100",Stub
Dawid Bezuidenhout,Namibia,714705477,"2,482,100",Stub
Gabes Shihepo,Namibia,714887791,"2,482,100",Stub
Themistokles Dudu Murorua,Namibia,715035025,"2,482,100",Stub
Johannes Nakwafila,Namibia,715168821,"2,482,100",Stub
Kaire Mbuende,Namibia,715193056,"2,482,100",Stub
Jhonny Haikella Hakaye,Namibia,715558961,"2,482,100",Stub
Rihupisa Justus Kandando,Namibia,715716890,"2,482,100",Stub
Sebastian Ignatius ǃGobs,Namibia,715737685,"2,482,100",Stub
Hans Booys,Namibia,716991969,"2,482,100",Stub
Isak Katali,Namibia,717212350,"2,482,100",Stub
Paulus Kapia,Namibia,717631584,"2,482,100",Stub
Johannes Isaaks,Namibia,717961259,"2,482,100",Stub
Usko Nghaamwa,Namibia,719244071,"2,482,100",Stub
Nangolo Ithete,Namibia,719408472,"2,482,100",Stub
Solomon Witbooi,Namibia,719434480,"2,482,100",Stub
Willem Appollus,Namibia,719595059,"2,482,100",Stub
Reggie Diergaardt,Namibia,719824825,"2,482,100",Stub
Hadino Hishongwa,Namibia,719949040,"2,482,100",Stub
Erastus Tjejamba,Namibia,720139575,"2,482,100",Stub
Gottlob Mbaukua,Namibia,720139591,"2,482,100",Stub
Ambrosius Haingura,Namibia,721140900,"2,482,100",Stub
John Shaetonhodi,Namibia,721902067,"2,482,100",Stub
Theofelus Eiseb,Namibia,725653685,"2,482,100",Stub
Hilma Nicanor,Namibia,725836779,"2,482,100",Stub
Johan de Waal,Namibia,726241234,"2,482,100",Start
Leon Jooste,Namibia,726241279,"2,482,100",Stub
Eben van Zijl,Namibia,726241614,"2,482,100",Start
Kalla Gertze,Namibia,726549300,"2,482,100",Start
Festus Ueitele,Namibia,726575925,"2,482,100",Stub
Moses Amweelo,Namibia,726634885,"2,482,100",Stub
Paul Smit,Namibia,726685653,"2,482,100",Start
Alpheus Muheua,Namibia,726826653,"2,482,100",Stub
Tjekero Tweya,Namibia,732970610,"2,482,100",Start
Lawrence Sampofu,Namibia,735098018,"2,482,100",Stub
Marten Kapewasha,Namibia,736632076,"2,482,100",Stub
Mose Penaani Tjitendero,Namibia,737894808,"2,482,100",Stub
Clemens Kashuupulwa,Namibia,739326407,"2,482,100",Stub
Muesee Kazapua,Namibia,742567576,"2,482,100",Stub
Jan de Wet,Namibia,749312888,"2,482,100",Start
Auguste Xoagus,Namibia,749384677,"2,482,100",Stub
Arnold Tjihuiko,Namibia,749557521,"2,482,100",Stub
Hafeni Ndemula,Namibia,750064392,"2,482,100",Stub
Billy Mwaningange,Namibia,750168721,"2,482,100",Stub
Thimoteus Tjamuaha,Namibia,750423258,"2,482,100",Stub
Ignatius Shixwameni,Namibia,756962215,"2,482,100",Stub
Hansina Christiaan,Namibia,757074156,"2,482,100",Stub
Elma Dienda,Namibia,757074197,"2,482,100",Stub
Clara Gowases,Namibia,757074271,"2,482,100",Stub
Petrina Haingura,Namibia,757074308,"2,482,100",Stub
Agnes Kafula,Namibia,757075026,"2,482,100",Stub
Rosa Kavara,Namibia,757075263,"2,482,100",Stub
Ngohauvi Lydia Kavetu,Namibia,757075306,"2,482,100",Stub
Agnes Limbo,Namibia,757075328,"2,482,100",Start
Teopolina Mushelenga,Namibia,757075486,"2,482,100",Start
Pashukeni Shoombe,Namibia,757076190,"2,482,100",Stub
Katrina Hanse-Himarwa,Namibia,757565608,"2,482,100",Stub
Henock Kankoshi,Namibia,757916897,"2,482,100",Stub
Ida Hoffmann,Namibia,758853149,"2,482,100",Stub
Sirkka Ausiku,Namibia,763773708,"2,482,100",Stub
Royal /Ui/o/oo,Namibia,765635399,"2,482,100",Stub
Andrew Matjila,Namibia,767169616,"2,482,100",Stub
Nathaniel Maxuilili,Namibia,768127257,"2,482,100",Stub
Richard Kamwi,Namibia,768705466,"2,482,100",Start
Joel Kaapanda,Namibia,768706125,"2,482,100",Start
Rebecca Ndjoze-Ojo,Namibia,768706805,"2,482,100",Start
Pohamba Shifeta,Namibia,768706876,"2,482,100",Start
Uahekua Herunga,Namibia,768707364,"2,482,100",Stub
Silvia Makgone,Namibia,768707856,"2,482,100",Stub
Uilika Nambahu,Namibia,768797762,"2,482,100",Stub
Pauline Dempers,Namibia,768809413,"2,482,100",Start
Kovambo Nujoma,Namibia,768878536,"2,482,100",Start
Penehupifo Pohamba,Namibia,770535053,"2,482,100",Start
Hendrik Witbooi (politician),Namibia,772596247,"2,482,100",Start
Ben Amathila,Namibia,773039495,"2,482,100",Start
Heiko Lucks,Namibia,773070957,"2,482,100",Stub
Netumbo Nandi-Ndaitwah,Namibia,773073864,"2,482,100",Start
Erasmus Hendjala,Namibia,773588389,"2,482,100",Stub
Cornelius Thuhageni Njoba,Namibia,774841020,"2,482,100",Stub
Jurie Viljoen,Namibia,777857622,"2,482,100",Start
Kandy Nehova,Namibia,778252266,"2,482,100",Stub
Laura McLeod-Katjirua,Namibia,779986740,"2,482,100",Start
Lempy Lucas,Namibia,780240233,"2,482,100",Start
Jager Afrikaner,Namibia,781797749,"2,482,100",Start
Jan Jonker Afrikaner,Namibia,781797819,"2,482,100",Stub
Usutuaije Maamberua,Namibia,782432741,"2,482,100",Start
Lucia Witbooi,Namibia,782487405,"2,482,100",Stub
Philemon Moongo,Namibia,782702063,"2,482,100",Start
Margaret Mensah-Williams,Namibia,783424239,"2,482,100",Start
Marlene Mungunda,Namibia,783659445,"2,482,100",Stub
Matheus Shikongo,Namibia,783936425,"2,482,100",Stub
Hendrina Afrikaner,Namibia,785009070,"2,482,100",Stub
Nickey Iyambo,Namibia,785237742,"2,482,100",C
Willem Konjore,Namibia,785239830,"2,482,100",Stub
Christian Afrikaner,Namibia,785267613,"2,482,100",Stub
Manasse ǃNoreseb,Namibia,787159099,"2,482,100",GA
Emil Appolus,Namibia,787547117,"2,482,100",Start
Saara Kuugongelwa,Namibia,787813373,"2,482,100",Start
Bernhardt Esau,Namibia,787890930,"2,482,100",Start
John Pandeni,Namibia,788618481,"2,482,100",Start
Loide Kasingo,Namibia,788620617,"2,482,100",Start
Anton von Wietersheim,Namibia,789457805,"2,482,100",Stub
Emma Tuahepa,Namibia,789936651,"2,482,100",Stub
Template:Namibian-politician-stub,Namibia,789946235,"2,482,100",Stub
Asser Mbai,Namibia,789979998,"2,482,100",Stub
Piet van der Walt,Namibia,790732456,"2,482,100",Stub
Tom Alweendo,Namibia,790926872,"2,482,100",Stub
Jeremia Nambinga,Namibia,790971471,"2,482,100",Stub
Lucia Basson,Namibia,791521544,"2,482,100",Stub
Monica Geingos,Namibia,792295818,"2,482,100",Stub
Albert Kawana,Namibia,792363345,"2,482,100",Start
Buddy Wentworth,Namibia,792553915,"2,482,100",Stub
Bernadus Swartbooi,Namibia,792730125,"2,482,100",Stub
Sophia Shaningwa,Namibia,793644087,"2,482,100",Stub
Clemens Kapuuo,Namibia,794649810,"2,482,100",Start
Joseph Obgeb Jimmy,Namibia,797028914,"2,482,100",Stub
Andreas Shipanga,Namibia,797218947,"2,482,100",C
Hermanus Beukes,Namibia,797219044,"2,482,100",Start
Elaine Trepper,Namibia,797422099,"2,482,100",Stub
Anton Lubowski,Namibia,797926029,"2,482,100",Start
John Ya-Otto,Namibia,798445586,"2,482,100",Stub
Peya Mushelenga,Namibia,798678085,"2,482,100",Start
Rosa Namises,Namibia,798722629,"2,482,100",C
Mohammed Stuart,Namibia,799023818,"2,482,100",Stub
David Namwandi,Namibia,799202571,"2,482,100",Start
Dawid Boois,Namibia,799283073,"2,482,100",Start
Nora Schimming-Chase,Namibia,799298806,"2,482,100",Stub
Peter Naholo,Namibia,799511171,"2,482,100",Stub
Monica Nashandi,Namibia,799557543,"2,482,100",Start
Sakaria Nashandi,Namibia,799557683,"2,482,100",Stub
Penda Ya Ndakolo,Namibia,799557832,"2,482,100",Stub
Wilfried Emvula,Namibia,799559369,"2,482,100",Stub
Elia Kaiyamo,Namibia,799560238,"2,482,100",Start
Marx Nekongo,Namibia,799561144,"2,482,100",Stub
Priscilla Beukes,Namibia,799566361,"2,482,100",Stub
Philemon Malima,Namibia,799949216,"2,482,100",Start
Rosalia Nghidinwa,Namibia,800002912,"2,482,100",Start
Rudolph Kamburona,Namibia,800014905,"2,482,100",Stub
Samuel Mbambo,Namibia,800067483,"2,482,100",Start
Brendan Simbwaye,Namibia,800092405,"2,482,100",Start
First Lady of Namibia,Namibia,800356701,"2,482,100",Stub
Doreen Sioka,Namibia,800360997,"2,482,100",Start
Steve Bezuidenhout,Namibia,800697620,"2,482,100",Stub
Erastus Uutoni,Namibia,801845003,"2,482,100",Start
Pendukeni Iivula-Ithana,Namibia,803055843,"2,482,100",C
Nehale Mpingana,Namibia,803403039,"2,482,100",Start
John Mabuku,Namibia,804447986,"2,482,100",Stub
Libertina Amathila,Namibia,804939484,"2,482,100",Start
Frans Indongo,Namibia,804964495,"2,482,100",Start
Eric Biwa,Namibia,804964895,"2,482,100",Stub
Steve Mogotsi,Namibia,805008003,"2,482,100",Start
Clara Bohitile,Namibia,805008074,"2,482,100",Start
Michael Goreseb,Namibia,805053642,"2,482,100",Stub
Lydia Katjita,Namibia,805054018,"2,482,100",Start
Asser Kuveri Kapere,Namibia,805055267,"2,482,100",Start
Immanuel Ngatjizeko,Namibia,805120872,"2,482,100",Start
Elijah Ngurare,Namibia,805772941,"2,482,100",Start
Sacky Shanghala,Namibia,805855320,"2,482,100",Stub
Angelika Muharukua,Namibia,805981237,"2,482,100",Start
Martin Andjaba,Namibia,806653470,"2,482,100",Stub
Jonker Afrikaner,Namibia,806995404,"2,482,100",Start
Kanuni (hompa),Namibia,807120122,"2,482,100",Start
Gustaphine Tjombe,Namibia,807168546,"2,482,100",Stub
Template:Nigeria-politician-stub,Nigeria,391862819,"181,839,400",Stub
Template:Nigeria-diplomat-stub,Nigeria,548342756,"181,839,400",Stub
Template:Nigeria-activist-stub,Nigeria,563278068,"181,839,400",Stub
Aliyu Ibrahim Gebi,Nigeria,639021339,"181,839,400",Stub
Azeez Issa Adesiji,Nigeria,671511760,"181,839,400",Stub
Salisu Buhari,Nigeria,677435096,"181,839,400",Stub
Template:RiversState-politician-stub,Nigeria,683127263,"181,839,400",Stub
Template:Abia State-politician-stub,Nigeria,683996491,"181,839,400",Stub
Igwe Aja-Nwachukwu,Nigeria,691389889,"181,839,400",Stub
Christopher Nwankwo,Nigeria,696479863,"181,839,400",Stub
Henry Ajomale,Nigeria,704094181,"181,839,400",Stub
Kolapo Ishola,Nigeria,704235837,"181,839,400",Start
Philip O. Emafo,Nigeria,704719275,"181,839,400",Stub
Gidado dan Laima,Nigeria,705586751,"181,839,400",Start
Jolly Nyame,Nigeria,706146554,"181,839,400",Stub
Michael Botmang,Nigeria,709667983,"181,839,400",Stub
Aliyu Musa,Nigeria,710281144,"181,839,400",Stub
Suleiman Takuma,Nigeria,710317252,"181,839,400",Start
Igwegbe Odum,Nigeria,710422165,"181,839,400",Stub
Isaac Shaahu,Nigeria,710510120,"181,839,400",Stub
Ahmed Musa (politician),Nigeria,710510264,"181,839,400",Stub
John Kadiya,Nigeria,710510671,"181,839,400",Stub
Mahmud Tukur,Nigeria,710518211,"181,839,400",Stub
Dapo Sarumi,Nigeria,710533184,"181,839,400",Stub
Abraham Imogie,Nigeria,710533207,"181,839,400",Stub
Adelusi Adeluyi,Nigeria,710533503,"181,839,400",Stub
Samuel Edem,Nigeria,710985648,"181,839,400",Stub
Jacob Obande,Nigeria,711417189,"181,839,400",Stub
Abba Habib,Nigeria,711545907,"181,839,400",Stub
Ganiyu Dawodu,Nigeria,711978679,"181,839,400",Stub
Wahab Goodluck,Nigeria,712081212,"181,839,400",Stub
Eddie Mbadiwe,Nigeria,712155706,"181,839,400",Stub
George Agbazika Innih,Nigeria,712289148,"181,839,400",Start
Oluseyi Bajulaiye,Nigeria,712500159,"181,839,400",Stub
Vincent Eze Ogbulafor,Nigeria,714196192,"181,839,400",Stub
Joseph Tarka,Nigeria,715792629,"181,839,400",Start
Peter Onu,Nigeria,716145017,"181,839,400",Stub
Ayisha Osori,Nigeria,717055090,"181,839,400",Start
Chukwuemeka Ujam,Nigeria,717185387,"181,839,400",Stub
Mamuda Aliyu Shinkafi,Nigeria,717224947,"181,839,400",Stub
Steven Lawani,Nigeria,717363689,"181,839,400",Stub
John Ewerekumoh Yeri,Nigeria,717535392,"181,839,400",Stub
Sani Ndanusa,Nigeria,717537537,"181,839,400",Start
Musa Inuwa,Nigeria,717577322,"181,839,400",Stub
Shehu Kangiwa,Nigeria,717579914,"181,839,400",Start
Usman Faruk,Nigeria,717587144,"181,839,400",Start
Mike Attah,Nigeria,717587540,"181,839,400",Stub
Datti Abubakar,Nigeria,717588432,"181,839,400",Stub
John Kpera,Nigeria,717589198,"181,839,400",Start
Mustapha Ismail,Nigeria,717595920,"181,839,400",Stub
Joe Kalu-Igboama,Nigeria,717595956,"181,839,400",Stub
Tanko Zubairu,Nigeria,717597698,"181,839,400",Start
Sunday Tuoyo,Nigeria,717601015,"181,839,400",Stub
Sunday Abiodun Olukoya,Nigeria,717602204,"181,839,400",Stub
Tony Ene Asuquo,Nigeria,717628113,"181,839,400",Stub
Chukwuemeka Chikelu,Nigeria,717711844,"181,839,400",Start
Broderick Bozimo,Nigeria,717802214,"181,839,400",Stub
Olu Agunloye,Nigeria,717872176,"181,839,400",Stub
Saidu Barda,Nigeria,718146373,"181,839,400",Start
Werinipre Seibarugo,Nigeria,718210388,"181,839,400",Stub
Musa Usman,Nigeria,718225373,"181,839,400",Start
Omoniyi Caleb Olubolade,Nigeria,718461820,"181,839,400",Start
Sefiu Adegbenga Kaka,Nigeria,719905993,"181,839,400",Stub
Kingsley Esiso,Nigeria,720011103,"181,839,400",Stub
Ikeje Asogwa,Nigeria,720083087,"181,839,400",Start
Ignatius Olisemeka,Nigeria,720161941,"181,839,400",Stub
Alhaji Hassan Dalhat,Nigeria,721581071,"181,839,400",Stub
Maurice Ekpenyong,Nigeria,722438087,"181,839,400",Stub
Joshua M. Lidani,Nigeria,722467684,"181,839,400",Stub
Haliru Dantoro,Nigeria,722859616,"181,839,400",Stub
Patrick Ekpotu,Nigeria,723745966,"181,839,400",Stub
Saviour Friday Udoh,Nigeria,725060895,"181,839,400",Stub
Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530,"181,839,400",Start
Stephen Oluwole Awokoya,Nigeria,725642924,"181,839,400",Start
Yinka Durosinmi,Nigeria,725668970,"181,839,400",Start
Mahmud Shinkafi,Nigeria,726805368,"181,839,400",Stub
Muhammed K. Abubakar,Nigeria,726818559,"181,839,400",Stub
Nduese Essien,Nigeria,726818744,"181,839,400",Start
Oladapo Afolabi,Nigeria,727741721,"181,839,400",Start
Lloyd Chukwuemeka,Nigeria,730632839,"181,839,400",Stub
Jerry Needam,Nigeria,730842731,"181,839,400",Stub
Ojo Maduekwe,Nigeria,731021539,"181,839,400",Start
Clifford Ohiagu,Nigeria,731276297,"181,839,400",Stub
Njoku Nnamdi,Nigeria,731276344,"181,839,400",Stub
Iheanacho Obioma,Nigeria,731276359,"181,839,400",Stub
Uchechukwu N. Maduako,Nigeria,731276379,"181,839,400",Stub
Anthony Eze Enwereuzor,Nigeria,731276422,"181,839,400",Stub
Macebuh Chinonyerem,Nigeria,731276452,"181,839,400",Stub
Nwakanwa Chimaobi,Nigeria,731276490,"181,839,400",Stub
Ameh Ebute,Nigeria,731276619,"181,839,400",Stub
Tanimowo Ogunlesi,Nigeria,731579887,"181,839,400",Stub
Raphael Nomiye,Nigeria,732432078,"181,839,400",Start
Elizabeth Ativie,Nigeria,737060177,"181,839,400",Start
Achike Udenwa,Nigeria,737673853,"181,839,400",Stub
Michael O. Chinda,Nigeria,737771495,"181,839,400",Stub
Martins Amaewhule,Nigeria,737781073,"181,839,400",Stub
Frank Eke,Nigeria,737787109,"181,839,400",Stub
Sarafa Tunji Ishola,Nigeria,739125240,"181,839,400",Start
John Mark Inienger,Nigeria,739129789,"181,839,400",Start
Adamu Waziri,Nigeria,739175973,"181,839,400",Start
Abubakar Sadiq A. Mohammed,Nigeria,739176020,"181,839,400",Stub
Aliyu Obaje,Nigeria,740306640,"181,839,400",Stub
L. A. Fabunmi,Nigeria,740447269,"181,839,400",Stub
Temi Ejoor,Nigeria,741172432,"181,839,400",Start
John Yakubu,Nigeria,742117154,"181,839,400",Stub
Boniface S. Emerengwa,Nigeria,742243239,"181,839,400",Stub
Abdullahi Balarabe Salame,Nigeria,742594594,"181,839,400",Start
Patrick Koshoni,Nigeria,742684693,"181,839,400",Start
Samuel Ogeh,Nigeria,743083415,"181,839,400",Stub
Tatari Ali,Nigeria,743190896,"181,839,400",Start
Odigha Odigha,Nigeria,743856621,"181,839,400",Stub
Aminu Safana,Nigeria,743862677,"181,839,400",Stub
Mohammed Bello Adoke,Nigeria,744087654,"181,839,400",Start
Samuel Bassey,Nigeria,744117777,"181,839,400",Start
Oluyemi Adeniji,Nigeria,744916250,"181,839,400",Start
Oseleye Ojuka,Nigeria,745439794,"181,839,400",Start
Edwin Ume-Ezeoke,Nigeria,745595238,"181,839,400",Stub
Raymond Njoku,Nigeria,745786235,"181,839,400",Start
Tunji Otegbeye,Nigeria,746273474,"181,839,400",C
Aminu Bashir Wali,Nigeria,746438262,"181,839,400",Start
Bashir Yuguda,Nigeria,746534137,"181,839,400",Stub
Frank Ajobena,Nigeria,746565081,"181,839,400",Stub
Yarima Ibrahim,Nigeria,746756722,"181,839,400",Stub
Sylvester Ugoh,Nigeria,747244277,"181,839,400",Stub
National Security Advisor (Nigeria),Nigeria,747988410,"181,839,400",Stub
Louis Mbanefo,Nigeria,748101471,"181,839,400",Start
Olugbenga Ashiru,Nigeria,748515743,"181,839,400",Stub
Nuhu Bamalli,Nigeria,748633284,"181,839,400",Stub
"List of Governors of Northern Region, Nigeria",Nigeria,751053462,"181,839,400",Stub
Adejoke Orelope-Adefulire,Nigeria,751780937,"181,839,400",Stub
Remi Babalola,Nigeria,752461243,"181,839,400",Start
Onaolapo Soleye,Nigeria,752630175,"181,839,400",Stub
Dahiru Mohammed,Nigeria,753093526,"181,839,400",Start
Dan Nwanyanwu,Nigeria,753193542,"181,839,400",C
Sebastian Okechukwu Mezu,Nigeria,753200315,"181,839,400",Start
James Shaibu Barka,Nigeria,753201175,"181,839,400",Start
Danburam Abubakar Nuhu,Nigeria,753215523,"181,839,400",Start
Tanko Yakasai,Nigeria,753870254,"181,839,400",Stub
Ayo Fasanmi,Nigeria,755225924,"181,839,400",Start
Timothy Shelpidi,Nigeria,755597113,"181,839,400",Start
Feyisetan Fayose,Nigeria,756222460,"181,839,400",Stub
Eme Okoro,Nigeria,756322600,"181,839,400",Stub
Chukwuemeka Ngozichineke Wogu,Nigeria,756392289,"181,839,400",Start
Sadiya Umar Farouq,Nigeria,756592132,"181,839,400",Start
Ibrahim Bunu,Nigeria,756731872,"181,839,400",Start
Mojisola Adekunle-Obasanjo,Nigeria,756827056,"181,839,400",Stub
Yetunde Onanuga,Nigeria,756833464,"181,839,400",Stub
Musa Mohammed Sada,Nigeria,757006942,"181,839,400",Stub
Ebun Oyagbola,Nigeria,757336511,"181,839,400",Start
Tejumade Alakija,Nigeria,757338458,"181,839,400",Start
Gbolahan Olusegun Yishawu,Nigeria,757463566,"181,839,400",Stub
Chinwe Obaji,Nigeria,757540500,"181,839,400",Start
Fidelis Makka,Nigeria,757551494,"181,839,400",Start
Fidelia Njeze,Nigeria,757562345,"181,839,400",Start
Helen Esuene,Nigeria,757563136,"181,839,400",Start
Manuela George-Izunwa,Nigeria,757613940,"181,839,400",C
Ruqayyah Ahmed Rufa'i,Nigeria,757616922,"181,839,400",Start
Clever Ikisikpo,Nigeria,757765871,"181,839,400",Start
Samuel Adesina,Nigeria,757792473,"181,839,400",Stub
Wilberforce Juta,Nigeria,757814345,"181,839,400",Start
Mohammed Lawal,Nigeria,758372520,"181,839,400",Start
Labaran Maku,Nigeria,758525626,"181,839,400",Start
Nkechi Ikpeazu,Nigeria,758541021,"181,839,400",Start
Mamman Kontagora,Nigeria,759171415,"181,839,400",Start
Lamidi Adedibu,Nigeria,759508235,"181,839,400",Start
Sarah Jibril,Nigeria,759698330,"181,839,400",C
Ahmad Babba Kaita,Nigeria,760030043,"181,839,400",Stub
Leo Segun Ajiborisha,Nigeria,760064451,"181,839,400",Start
Deputy President of the Nigerian Senate,Nigeria,760126403,"181,839,400",Stub
Walter Feghabo,Nigeria,760163064,"181,839,400",Stub
Akanbi Oniyangi,Nigeria,760390131,"181,839,400",Stub
Willie Obiano,Nigeria,760603745,"181,839,400",Start
Chukwuebuka Anisiobi,Nigeria,761658964,"181,839,400",Stub
Mohammed Kumalia,Nigeria,762063203,"181,839,400",Stub
Gaius Obaseki,Nigeria,762106197,"181,839,400",Start
Abd al-Qadir (Sokoto),Nigeria,762195257,"181,839,400",Stub
Olugbenga Onaolapo Obadara,Nigeria,762379856,"181,839,400",Stub
Ahmed Aboki Abdullahi,Nigeria,762496894,"181,839,400",Stub
Friday Osanebi,Nigeria,762732359,"181,839,400",Start
Abdulkadir Kure,Nigeria,763271950,"181,839,400",Stub
Kande Balarabe,Nigeria,763593394,"181,839,400",Stub
Richard Okonye,Nigeria,763681992,"181,839,400",Start
Sabo Bakin Zuwo,Nigeria,763697656,"181,839,400",Start
Mamman Shata,Nigeria,763883697,"181,839,400",Start
Felix Hyatt,Nigeria,763999983,"181,839,400",Stub
Zacheus Chukwukaelo Obi,Nigeria,764970868,"181,839,400",Stub
Michael Opeyemi Bamidele,Nigeria,765023792,"181,839,400",Start
Akachukwu Sullivan Nwankpo,Nigeria,765041723,"181,839,400",C
Lekan Salami,Nigeria,765049939,"181,839,400",Start
Moses Da Rocha,Nigeria,765260051,"181,839,400",Start
Oluwaseyi Makinde,Nigeria,765263822,"181,839,400",C
Yusuf Musa Nagogo,Nigeria,765273612,"181,839,400",Start
Saidu Samaila Sambawa,Nigeria,765320219,"181,839,400",C
Segun Abraham,Nigeria,765563643,"181,839,400",Start
Bukar Shaib,Nigeria,766493465,"181,839,400",Stub
Alhaji Yahaya Madawaki,Nigeria,766945320,"181,839,400",Start
Gabriel Suswam,Nigeria,767628905,"181,839,400",Start
Sir Jude Ejiogu,Nigeria,768045378,"181,839,400",Stub
Sheikh Ahmed Abdullah,Nigeria,768212416,"181,839,400",Start
Samson Omeruah,Nigeria,768292967,"181,839,400",Start
Dabo Aliyu,Nigeria,768440728,"181,839,400",Stub
Ibrahim Kazaure,Nigeria,768484304,"181,839,400",Stub
Josaiah Ndubuisi Wachuku,Nigeria,768489794,"181,839,400",Start
